"구분별","피해정도별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2019 년","2020 년","2021 년","2022 년",
"이혼/사별/기타","실업","현대사회 위험요인에 따른 피해정도","","","","","","","7.67","7.35","7.1744782","6.7448233",
"이혼/사별/기타","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","","","","","","6.15","6.02","","",
"이혼/사별/기타","감염병","현대사회 위험요인에 따른 피해정도","","","","","","","5.67","7.96","7.6986722","7.2889717",
"이혼/사별/기타","부정부패","현대사회 위험요인에 따른 피해정도","","","","","","","7.04","6.71","6.7932988","6.515922",
"이혼/사별/기타","폭력 범죄","현대사회 위험요인에 따른 피해정도","","","","","","","6.98","6.32","6.4941753","6.2829204",
"이혼/사별/기타","사회 갈등","현대사회 위험요인에 따른 피해정도","","","","","","","6.85","6.65","6.9311393","6.5658588",
"이혼/사별/기타","경제위기","현대사회 위험요인에 따른 피해정도","","","","","","","7.81","6.9","6.821444","6.7822299",
"이혼/사별/기타","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","5.9035208","6.1177203",
"이혼/사별/기타","안보","현대사회 위험요인에 따른 피해정도","","","","","","","6.65","6.16","","",
"이혼/사별/기타","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","","","","","","6.05","5.78","","",
"이혼/사별/기타","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","","","","","","","6.19","6.4799848","6.1150697",
"이혼/사별/기타","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.1365646",
"이혼/별거","종합","현대사회 위험요인에 따른 피해정도","","5.89","6.1","...","6.06","5.95","","","","",
"이혼/별거","자연재해","현대사회 위험요인에 따른 피해정도","","5.98","6","...","6.13","5.87","","","","",
"이혼/별거","교통사고","현대사회 위험요인에 따른 피해정도","","6.24","6.3","","","","","","","",
"이혼/별거","안전사고","현대사회 위험요인에 따른 피해정도","","","","...","6.17","5.87","","","","",
"이혼/별거","실업","현대사회 위험요인에 따른 피해정도","","6.13","6.4","...","6.16","6.21","","","","",
"이혼/별거","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.33","6.5","...","6.31","5.94","","","","",
"이혼/별거","감염병","현대사회 위험요인에 따른 피해정도","","6.03","6.1","...","6.29","5.83","","","","",
"이혼/별거","부정부패","현대사회 위험요인에 따른 피해정도","","5.39","5.7","...","5.55","5.81","","","","",
"이혼/별거","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.96","6.3","...","6.37","6.1","","","","",
"이혼/별거","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.44","5.6","...","5.58","5.74","","","","",
"이혼/별거","경제위기","현대사회 위험요인에 따른 피해정도","","6.04","6.2","...","6.1","6.2","","","","",
"이혼/별거","안보","현대사회 위험요인에 따른 피해정도","","","","...","6.03","6.2","","","","",
"이혼/별거","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.73","5.8","...","5.98","5.7","","","","",
"이혼/별거","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.64","6.3","","","","","","","",
"이혼/별거","화재","현대사회 위험요인에 따른 피해정도","","5.48","5.9","","","","","","","",
"이혼/별거","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.26","6.2","","","","","","","",
"사별","종합","현대사회 위험요인에 따른 피해정도","","5.69","5.8","...","5.92","5.82","","","","",
"사별","자연재해","현대사회 위험요인에 따른 피해정도","","5.59","6","...","6.12","5.76","","","","",
"사별","교통사고","현대사회 위험요인에 따른 피해정도","","5.86","6.1","","","","","","","",
"사별","안전사고","현대사회 위험요인에 따른 피해정도","","","","...","6.09","5.84","","","","",
"사별","실업","현대사회 위험요인에 따른 피해정도","","5.76","5.7","...","5.84","5.87","","","","",
"사별","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.04","6.1","...","6.29","5.99","","","","",
"사별","감염병","현대사회 위험요인에 따른 피해정도","","5.62","6.1","...","6.12","6","","","","",
"사별","부정부패","현대사회 위험요인에 따른 피해정도","","5.34","5.4","...","5.55","5.5","","","","",
"사별","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.79","5.9","...","6.04","5.95","","","","",
"사별","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.34","5.3","...","5.47","5.5","","","","",
"사별","경제위기","현대사회 위험요인에 따른 피해정도","","6.03","5.8","...","5.94","5.91","","","","",
"사별","안보","현대사회 위험요인에 따른 피해정도","","","","...","5.94","6.1","","","","",
"사별","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.39","5.3","...","5.69","5.55","","","","",
"사별","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.51","6.1","","","","","","","",
"사별","화재","현대사회 위험요인에 따른 피해정도","","5.52","5.5","","","","","","","",
"사별","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.2","6.3","","","","","","","",
"도심권","종합","현대사회 위험요인에 따른 피해정도","","5.75","6.1","6.19","6.13","6.1","6.75","6.88","7.0253655","6.6084975",
"도심권","자연재해","현대사회 위험요인에 따른 피해정도","","5.4","5.8","6.44","6.19","6.24","6.69","6.26","6.1772072","6.4712415",
"도심권","교통사고","현대사회 위험요인에 따른 피해정도","","6.15","6.3","","","","","","","",
"도심권","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.04","6.22","6.47","6.54","6.48","6.3561787","6.459069",
"도심권","실업","현대사회 위험요인에 따른 피해정도","","5.98","6.3","6.24","6.09","6.11","7.24","7.45","7.3798734","6.7170464",
"도심권","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.76","6.2","6.56","6.38","6.45","5.91","6.14","","",
"도심권","감염병","현대사회 위험요인에 따른 피해정도","","5.49","6.2","6.53","6.31","6.31","5.9","8","7.8650505","7.1026698",
"도심권","부정부패","현대사회 위험요인에 따른 피해정도","","5.43","6","5.83","5.79","5.66","7.15","7.23","7.3269421","6.4876233",
"도심권","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.41","6.4","6.46","6.32","6.1","6.86","6.83","7.0561168","6.7241026",
"도심권","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.42","5.9","5.68","5.7","5.63","6.88","7.21","7.3137872","6.6217998",
"도심권","경제위기","현대사회 위험요인에 따른 피해정도","","5.94","6.4","6.33","6.24","6.13","7.44","7.15","7.0806258","6.7777572",
"도심권","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5949172","6.7119799",
"도심권","안보","현대사회 위험요인에 따른 피해정도","","","","6.09","6.25","5.88","7.01","6.41","","",
"도심권","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.74","6","5.95","5.98","6.17","6.65","6.5","","",
"도심권","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.62","5.9","","","","","6.9","7.102956","6.6179948",
"도심권","화재","현대사회 위험요인에 따른 피해정도","","5.44","6.1","","","","","","","",
"도심권","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.02","6.1","","","","","","","",
"도심권","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.0021885",
"동북권","종합","현대사회 위험요인에 따른 피해정도","","5.79","6.2","6.01","6.13","6.17","6.71","6.77","6.9494489","6.5531709",
"동북권","자연재해","현대사회 위험요인에 따른 피해정도","","5.93","6.6","6.12","6.37","6.09","6.18","6.07","6.1036616","6.687533",
"동북권","교통사고","현대사회 위험요인에 따른 피해정도","","6.04","6.6","","","","","","","",
"동북권","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.07","5.99","6.15","6.5","6.07","6.2763008","6.3795541",
"동북권","실업","현대사회 위험요인에 따른 피해정도","","5.98","6.3","6.09","6.24","6.35","7.56","7.49","7.3182147","6.6306482",
"동북권","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.36","6.6","6.45","6.59","6.31","6.11","5.94","","",
"동북권","감염병","현대사회 위험요인에 따른 피해정도","","5.47","6.5","6.2","6.42","6.25","5.9","7.93","7.7846481","7.5405792",
"동북권","부정부패","현대사회 위험요인에 따른 피해정도","","5.41","5.6","5.6","5.7","6.03","7.09","7.06","7.1834004","6.5619789",
"동북권","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.14","6.4","6.25","6.37","6.38","6.99","6.86","6.9297756","6.2588929",
"동북권","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.51","5.6","5.53","5.64","5.84","6.93","7.17","7.3021005","6.601848",
"동북권","경제위기","현대사회 위험요인에 따른 피해정도","","6.15","6.3","6.14","6.34","6.28","7.45","7.08","7.0095032","6.8098561",
"동북권","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5491968","6.2248172",
"동북권","안보","현대사회 위험요인에 따른 피해정도","","","","5.97","5.88","6.11","6.72","6.29","","",
"동북권","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.48","5.9","5.7","5.85","6.04","6.4","6.42","","",
"동북권","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.66","6.6","","","","","6.88","7.0376878","6.2240658",
"동북권","화재","현대사회 위험요인에 따른 피해정도","","5.45","5.7","","","","","","","",
"동북권","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.76","6.1","","","","","","","",
"동북권","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.1651067",
"서북권","종합","현대사회 위험요인에 따른 피해정도","","6.13","6.2","6.12","5.96","6.22","6.74","6.91","6.9257194","6.6642009",
"서북권","자연재해","현대사회 위험요인에 따른 피해정도","","5.83","6","6.23","5.85","6.25","6.23","6.4","6.0196352","6.4690005",
"서북권","교통사고","현대사회 위험요인에 따른 피해정도","","6.06","6.3","","","","","","","",
"서북권","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.48","6.33","6.26","6.33","6.39","6.2094931","6.2726083",
"서북권","실업","현대사회 위험요인에 따른 피해정도","","6.27","6.3","6.1","5.99","6.34","7.57","7.6","7.3140101","6.5964071",
"서북권","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.66","6.8","6.37","6.29","6.46","6.22","6.12","","",
"서북권","감염병","현대사회 위험요인에 따른 피해정도","","6.14","6.7","6.22","6.02","6.38","6.02","8.03","7.7112477","7.4817062",
"서북권","부정부패","현대사회 위험요인에 따른 피해정도","","5.79","6","5.56","5.51","5.92","7.14","7.16","7.1719619","6.7060082",
"서북권","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.54","6.4","6.31","6.12","6.56","7.06","6.96","6.9533114","6.7953822",
"서북권","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.92","5.9","5.55","5.51","5.78","6.82","7.22","7.277576","6.4210603",
"서북권","경제위기","현대사회 위험요인에 따른 피해정도","","6.61","6.5","6.05","5.98","6.29","7.49","7.15","6.9964442","6.9833021",
"서북권","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5316514","6.595758",
"서북권","안보","현대사회 위험요인에 따른 피해정도","","","","6.4","6.15","6.24","6.75","6.53","","",
"서북권","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","6.11","5.9","6.03","5.85","5.91","6.49","6.44","","",
"서북권","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.03","6.2","","","","","6.98","7.071863","6.7577644",
"서북권","화재","현대사회 위험요인에 따른 피해정도","","5.76","5.8","","","","","","","",
"서북권","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.97","5.8","","","","","","","",
"서북권","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.2272132",
"서남권","종합","현대사회 위험요인에 따른 피해정도","","5.93","5.9","6.13","6.09","6.08","6.47","6.67","6.8901129","6.4091721",
"서남권","자연재해","현대사회 위험요인에 따른 피해정도","","5.85","6","6.05","6.16","6.11","5.85","5.99","5.9212244","6.2573876",
"서남권","교통사고","현대사회 위험요인에 따른 피해정도","","6.2","6","","","","","","","",
"서남권","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.22","6.22","6.16","6","5.86","6.2055012","6.1690001",
"서남권","실업","현대사회 위험요인에 따른 피해정도","","6.08","6","6.17","6.11","6.14","7.47","7.45","7.3052036","6.781591",
"서남권","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.02","6.2","6.36","6.29","6.31","5.89","5.81","","",
"서남권","감염병","현대사회 위험요인에 따른 피해정도","","5.69","6","6.38","6.26","6.17","5.46","7.89","7.7991341","7.1000773",
"서남권","부정부패","현대사회 위험요인에 따른 피해정도","","5.67","5.5","5.74","5.63","5.72","7.01","7.05","7.131525","6.4148685",
"서남권","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.3","6.1","6.5","6.44","6.22","7","6.75","6.9166422","6.2274102",
"서남권","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.66","5.4","5.78","5.67","5.7","6.68","7.18","7.269992","6.5161336",
"서남권","경제위기","현대사회 위험요인에 따른 피해정도","","6.24","5.8","6.21","6.09","6.11","7.27","6.94","6.9599068","6.7606227",
"서남권","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4409574","6.178236",
"서남권","안보","현대사회 위험요인에 따른 피해정도","","","","5.92","6.03","6.22","6.39","6.03","","",
"서남권","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.82","5.8","6.15","6.09","5.97","6.12","6.3","","",
"서남권","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.57","6","","","","","6.75","6.9510422","6.0388447",
"서남권","화재","현대사회 위험요인에 따른 피해정도","","5.81","5.7","","","","","","","",
"서남권","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.21","6.1","","","","","","","",
"서남권","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.0567218",
"동남권","종합","현대사회 위험요인에 따른 피해정도","","5.64","6.3","6.04","6.03","6.09","6.54","6.68","6.8479191","7.0871651",
"동남권","자연재해","현대사회 위험요인에 따른 피해정도","","5.35","6","6.07","5.96","5.97","6.02","5.98","5.886858","6.6473289",
"동남권","교통사고","현대사회 위험요인에 따른 피해정도","","5.99","6.6","","","","","","","",
"동남권","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.05","6.08","5.95","6.11","6.02","6.1526591","6.8134988",
"동남권","실업","현대사회 위험요인에 따른 피해정도","","5.8","6.2","6.17","6.07","6.22","7.58","7.37","7.2192451","7.276978",
"동남권","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.77","6.5","6.24","6.26","6.31","5.98","5.78","","",
"동남권","감염병","현대사회 위험요인에 따른 피해정도","","5.54","6.4","6.21","6.21","6.17","5.7","7.85","7.7176142","7.77569",
"동남권","부정부패","현대사회 위험요인에 따른 피해정도","","5.61","5.8","5.62","5.63","6.03","7.06","7","7.0557461","7.0290223",
"동남권","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.03","6.8","6.31","6.37","6.41","7.03","6.77","6.8614944","7.1155978",
"동남권","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.62","5.9","5.61","5.65","5.82","6.56","7.09","7.1652163","7.1531827",
"동남권","경제위기","현대사회 위험요인에 따른 피해정도","","5.82","6.4","6.18","6.14","6.15","7.26","6.94","6.8804604","7.3083034",
"동남권","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.545618","7.0036637",
"동남권","안보","현대사회 위험요인에 따른 피해정도","","","","6.02","6","5.98","6.58","6.18","","",
"동남권","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.39","6.3","5.94","5.96","5.95","6","6.39","","",
"동남권","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.23","6.5","","","","","6.85","6.9942797","7.0585951",
"동남권","화재","현대사회 위험요인에 따른 피해정도","","5.52","5.9","","","","","","","",
"동남권","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.7","6.4","","","","","","","",
"동남권","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.7769557",
"종로구","종합","현대사회 위험요인에 따른 피해정도","","6.12","5.8","5.96","6.08","6.02","","6.79","7.1077675","6.6818605",
"종로구","자연재해","현대사회 위험요인에 따른 피해정도","","5.47","5.7","6.14","6.23","6.14","","6.16","6.1923785","7.158252",
"종로구","교통사고","현대사회 위험요인에 따른 피해정도","","6.53","6.3","","","","","","","",
"종로구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.16","6.36","6.55","","6.4","6.4489965","6.8281984",
"종로구","실업","현대사회 위험요인에 따른 피해정도","","6.85","5.7","5.94","5.85","6.03","","7.38","7.4437906","6.2803239",
"종로구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.62","6.1","6.13","6.32","6.2","","6.18","","",
"종로구","감염병","현대사회 위험요인에 따른 피해정도","","5.37","6","6.22","6.33","6.21","","7.5","7.8012606","7.1356108",
"종로구","부정부패","현대사회 위험요인에 따른 피해정도","","5.61","5.7","5.64","5.64","5.44","","7.22","7.4158758","6.3701951",
"종로구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","7.21","6","6.25","6.16","6.04","","6.89","7.1533947","7.0552605",
"종로구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.85","5.5","5.38","5.63","5.53","","7.13","7.4903371","6.3353362",
"종로구","경제위기","현대사회 위험요인에 따른 피해정도","","6.97","5.9","6.02","6.01","6.13","","7.04","7.1240038","6.3611534",
"종로구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.7764192","6.9538749",
"종로구","안보","현대사회 위험요인에 따른 피해정도","","","","6.03","6.37","5.82","","6.33","","",
"종로구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.88","5.8","5.66","6.01","6.18","","6.35","","",
"종로구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.01","5.6","","","","","6.88","7.2312185","6.8257787",
"종로구","화재","현대사회 위험요인에 따른 피해정도","","5.72","5.8","","","","","","","",
"종로구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.52","5.7","","","","","","","",
"종로구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.1964819",
"중구","종합","현대사회 위험요인에 따른 피해정도","","5.62","5.8","6.19","6.23","6.25","","6.88","7.0615333","6.8204754",
"중구","자연재해","현대사회 위험요인에 따른 피해정도","","5.53","5.3","6.45","6.29","6.37","","6.28","6.1508071","7.1370376",
"중구","교통사고","현대사회 위험요인에 따른 피해정도","","6.17","6.1","","","","","","","",
"중구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.7","6.38","6.35","","6.38","6.4249058","7.0277624",
"중구","실업","현대사회 위험요인에 따른 피해정도","","5.79","6.3","6.24","6.18","6.2","","7.49","7.4847068","7.1548094",
"중구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.81","5.4","6.73","6.4","6.64","","5.83","","",
"중구","감염병","현대사회 위험요인에 따른 피해정도","","5.68","5.5","6.54","6.43","6.28","","8.17","7.9165228","7.8114872",
"중구","부정부패","현대사회 위험요인에 따른 피해정도","","5.56","5.2","5.82","5.88","5.88","","7.19","7.3168305","6.2402423",
"중구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.82","6.2","6.39","6.28","6.36","","6.76","7.0665769","6.676946",
"중구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.47","5.2","5.66","5.68","6.06","","7.36","7.2468243","6.8216614",
"중구","경제위기","현대사회 위험요인에 따른 피해정도","","5.57","6.1","6.35","6.5","6.14","","7.2","7.1667659","7.1808186",
"중구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.6403662","6.6952949",
"중구","안보","현대사회 위험요인에 따른 피해정도","","","","6.06","6.49","6.24","","6.39","","",
"중구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.38","5.7","6.14","6.04","6.26","","6.56","","",
"중구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.32","6","","","","","6.94","7.2010267","6.410895",
"중구","화재","현대사회 위험요인에 따른 피해정도","","5.33","5.7","","","","","","","",
"중구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.58","6.4","","","","","","","",
"중구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.8682742",
"용산구","종합","현대사회 위험요인에 따른 피해정도","","5.57","6.5","6.35","6.11","6.08","","6.94","6.9491582","6.4385464",
"용산구","자연재해","현대사회 위험요인에 따른 피해정도","","5.27","6.1","6.63","6.11","6.24","","6.32","6.181999","5.6281055",
"용산구","교통사고","현대사회 위험요인에 따른 피해정도","","5.86","6.3","","","","","","","",
"용산구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.15","6.03","6.48","","6.58","6.2544036","5.8863825",
"용산구","실업","현대사회 위험요인에 따른 피해정도","","5.47","6.6","6.44","6.19","6.11","","7.48","7.2770464","6.7646023",
"용산구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.84","6.7","6.75","6.4","6.52","","6.29","","",
"용산구","감염병","현대사회 위험요인에 따른 피해정도","","5.46","6.6","6.73","6.23","6.4","","8.23","7.8787973","6.6782663",
"용산구","부정부패","현대사회 위험요인에 따른 피해정도","","5.24","6.6","5.97","5.82","5.69","","7.26","7.2726762","6.7075118",
"용산구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.17","6.7","6.63","6.46","6","","6.82","6.9845065","6.5264911",
"용산구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.1","6.6","5.88","5.76","5.47","","7.18","7.232756","6.7025068",
"용산구","경제위기","현대사회 위험요인에 따른 피해정도","","5.41","6.8","6.52","6.23","6.12","","7.19","7.0023045","6.8313674",
"용산구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4465411","6.557559",
"용산구","안보","현대사회 위험요인에 따른 피해정도","","","","6.16","6.01","5.72","","6.48","","",
"용산구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.84","6.3","6.04","5.91","6.11","","6.56","","",
"용산구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.51","6.1","","","","","6.88","6.9605516","6.5946998",
"용산구","화재","현대사회 위험요인에 따른 피해정도","","5.29","6.4","","","","","","","",
"용산구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.93","6.2","","","","","","","",
"용산구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.9465179",
"성동구","종합","현대사회 위험요인에 따른 피해정도","","5.48","6.2","5.93","6.16","6.23","","6.71","6.8384874","6.9490888",
"성동구","자연재해","현대사회 위험요인에 따른 피해정도","","5.96","6.6","6.34","6.38","6.2","","6.08","5.8996846","6.727239",
"성동구","교통사고","현대사회 위험요인에 따른 피해정도","","5.36","6.2","","","","","","","",
"성동구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.31","5.9","6.2","","5.96","6.1780774","6.9838512",
"성동구","실업","현대사회 위험요인에 따른 피해정도","","5.28","6.3","6.23","6.34","6.31","","7.63","7.1883196","7.1385778",
"성동구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.62","6.8","6.41","6.42","6.56","","5.64","","",
"성동구","감염병","현대사회 위험요인에 따른 피해정도","","5.52","6.5","6.35","6.56","6.43","","7.61","7.6672248","7.5634614",
"성동구","부정부패","현대사회 위험요인에 따른 피해정도","","5.24","5.7","5.72","5.89","5.95","","7.17","7.0069085","6.9083547",
"성동구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.76","6.3","6.36","6.43","6.28","","6.96","6.8410215","6.9805381",
"성동구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.18","5.4","5.55","5.83","5.99","","7.27","7.1232521","6.8899372",
"성동구","경제위기","현대사회 위험요인에 따른 피해정도","","5.43","6.3","6.2","6.24","6.11","","6.91","6.888281","7.0772078",
"성동구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5580193","6.9252321",
"성동구","안보","현대사회 위험요인에 따른 피해정도","","","","5.13","5.83","6.31","","6.29","","",
"성동구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.5","6","5.6","5.97","6.18","","6.27","","",
"성동구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.46","6.2","","","","","6.73","7.0340852","6.7631575",
"성동구","화재","현대사회 위험요인에 따른 피해정도","","5.2","5.8","","","","","","","",
"성동구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.71","6.2","","","","","","","",
"성동구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.4824206",
"광진구","종합","현대사회 위험요인에 따른 피해정도","","5.76","5.9","6.44","6.08","6.28","","6.72","7.0814536","6.2688803",
"광진구","자연재해","현대사회 위험요인에 따른 피해정도","","5.66","6.3","6.86","6.41","6.03","","5.98","6.1273417","6.3585106",
"광진구","교통사고","현대사회 위험요인에 따른 피해정도","","5.81","6.4","","","","","","","",
"광진구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.39","5.84","5.99","","6.12","6.4123641","6.5770701",
"광진구","실업","현대사회 위험요인에 따른 피해정도","","5.86","5.7","6.48","6.21","6.66","","7.27","7.4606004","6.2063396",
"광진구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.04","6.4","7.08","6.68","6.35","","6.15","","",
"광진구","감염병","현대사회 위험요인에 따른 피해정도","","5.69","6.3","6.66","6.49","6.11","","7.82","7.9010064","7.7553119",
"광진구","부정부패","현대사회 위험요인에 따른 피해정도","","5.54","5.2","5.82","5.53","6.3","","7.02","7.2473","5.8920894",
"광진구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.27","6.1","6.61","6.33","6.63","","6.74","7.1235296","5.9504979",
"광진구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.63","5","5.88","5.57","6.16","","7.01","7.4370539","6.1160781",
"광진구","경제위기","현대사회 위험요인에 따른 피해정도","","5.9","5.6","6.7","6.28","6.38","","7.07","7.1439817","6.1582223",
"광진구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.7570021","6.0654769",
"광진구","안보","현대사회 위험요인에 따른 피해정도","","","","6.31","5.69","6.42","","6.15","","",
"광진구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.68","5.4","6.06","5.89","6.06","","6.39","","",
"광진구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.57","6.2","","","","","6.86","7.2043566","6.0446425",
"광진구","화재","현대사회 위험요인에 따른 피해정도","","5.13","5.3","","","","","","","",
"광진구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.08","6.2","","","","","","","",
"광진구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.8334438",
